"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Away","AwayGoals","Attendance","Venue","Referee","Notes","MatchURL","Home_xG","Away_xG"
"UEFA Nations League","M",NA,2021,"Final","","Sun",2021-10-10,"20:45","Spain",1,"France",2,31511,"Stadio Giuseppe Meazza (Neutral Site)","Anthony Taylor","","https://fbref.com/en/matches/82df6636/Spain-France-October-10-2021-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","1","Thu",2022-06-02,"20:45","Spain",1,"Portugal",1,41236,"Estadio Benito Villamarín","Michael Oliver","","https://fbref.com/en/matches/2ab716f3/Spain-Portugal-June-2-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","1","Thu",2022-06-02,"20:45","Czech Republic",2,"Switzerland",1,12236,"Fortuna Arena","Daniel Siebert","","https://fbref.com/en/matches/be12e86b/Czech-Republic-Switzerland-June-2-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","1","Fri",2022-06-03,"20:45","Belgium",1,"Netherlands",4,38327,"Stade Roi Baudouin","José Sánchez","","https://fbref.com/en/matches/7d99f83e/Belgium-Netherlands-June-3-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","1","Fri",2022-06-03,"20:45","Croatia",0,"Austria",3,13994,"Stadion Gradski vrt","Chris Kavanagh","","https://fbref.com/en/matches/d20f1af0/Croatia-Austria-June-3-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","2","Sun",2022-06-05,"19:45","Portugal",4,"Switzerland",0,42325,"Estádio José Alvalade","Orel Grinfeeld","","https://fbref.com/en/matches/385fb965/Portugal-Switzerland-June-5-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","2","Sun",2022-06-05,"20:45","Czech Republic",2,"Spain",2,18245,"Fortuna Arena","François Letexier","","https://fbref.com/en/matches/3287891e/Czech-Republic-Spain-June-5-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League B","2","Sun",2022-06-05,"20:45","Sweden",1,"Norway",2,42320,"Friends Arena","Anthony Taylor","","https://fbref.com/en/matches/078a5c2a/Sweden-Norway-June-5-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","2","Mon",2022-06-06,"20:45","Croatia",1,"France",1,33869,"Gradski stadion u Poljudu","Marco Guida","","https://fbref.com/en/matches/ed55a4a2/Croatia-France-June-6-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","2","Tue",2022-06-07,"20:45","Germany",1,"England",1,66289,"Allianz Arena","Carlos del Cerro","","https://fbref.com/en/matches/d7df9e02/Germany-England-June-7-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","3","Thu",2022-06-09,"19:45","Portugal",2,"Czech Republic",0,44100,"Estádio José Alvalade","Matej Jug","","https://fbref.com/en/matches/6feadc08/Portugal-Czech-Republic-June-9-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","3","Thu",2022-06-09,"20:45","Switzerland",0,"Spain",1,25875,"Stade de Genève","Serdar Gözübüyük","","https://fbref.com/en/matches/ef1c7234/Switzerland-Spain-June-9-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","3","Fri",2022-06-10,"20:45","Austria",1,"France",1,44800,"Ernst-Happel-Stadion","Anastasios Sidiropoulos","","https://fbref.com/en/matches/67a0082b/Austria-France-June-10-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League B","4","Sun",2022-06-12,"18:00","Norway",3,"Sweden",2,24273,"Ullevaal Stadion","Harm Osmers","","https://fbref.com/en/matches/ec43fde1/Norway-Sweden-June-12-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","4","Sun",2022-06-12,"20:45","Spain",2,"Czech Republic",0,30389,"Estadio La Rosaleda","Cüneyt Çakιr","","https://fbref.com/en/matches/6f7c35cc/Spain-Czech-Republic-June-12-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","4","Sun",2022-06-12,"20:45","Switzerland",1,"Portugal",0,26300,"Stade de Genève","Fran Jović","","https://fbref.com/en/matches/e8e61115/Switzerland-Portugal-June-12-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","4","Mon",2022-06-13,"20:45","France",0,"Croatia",1,774100,"Stade de France","Orel Grinfeeld","","https://fbref.com/en/matches/98166a08/France-Croatia-June-13-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","5","Thu",2022-09-22,"20:45","France",2,"Austria",0,70188,"Stade de France","Andreas Ekberg","","https://fbref.com/en/matches/3e2444d4/France-Austria-September-22-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","5","Sat",2022-09-24,"20:45","Spain",1,"Switzerland",2,31089,"Estadio de la Romareda","Clément Turpin","","https://fbref.com/en/matches/b0b7d557/Spain-Switzerland-September-24-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","5","Sat",2022-09-24,"20:45","Czech Republic",0,"Portugal",4,19322,"Fortuna Arena","Srđan Jovanović","","https://fbref.com/en/matches/b2354354/Czech-Republic-Portugal-September-24-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","6","Sun",2022-09-25,"20:45","Netherlands",1,"Belgium",0,52314,"Johan Cruyff ArenA","Anthony Taylor","","https://fbref.com/en/matches/8603c472/Netherlands-Belgium-September-25-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","6","Sun",2022-09-25,"20:45","Austria",1,"Croatia",3,45700,"Ernst-Happel-Stadion","Artur Dias","","https://fbref.com/en/matches/a8e4fa86/Austria-Croatia-September-25-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","6","Mon",2022-09-26,"19:45","England",3,"Germany",3,78949,"Wembley Stadium","Danny Makkelie","","https://fbref.com/en/matches/03055401/England-Germany-September-26-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","6","Tue",2022-09-27,"19:45","Portugal",0,"Spain",1,28196,"Estádio Municipal de Braga","Daniele Orsato","","https://fbref.com/en/matches/ea9d78a0/Portugal-Spain-September-27-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"League A","6","Tue",2022-09-27,"20:45","Switzerland",2,"Czech Republic",1,13353,"Kybunpark","Irfan Peljto","","https://fbref.com/en/matches/5b5be7fd/Switzerland-Czech-Republic-September-27-2022-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"Semi-finals","","Wed",2023-06-14,"20:45","Netherlands",2,"Croatia",4,39359,"Stadion Feijenoord (Neutral Site)","István Kovács","Required Extra Time","https://fbref.com/en/matches/2a8e87f7/Netherlands-Croatia-June-14-2023-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2023,"Final","","Sun",2023-06-18,"20:45","Croatia",0,"Spain",0,41110,"Stadion Feijenoord (Neutral Site)","Felix Zwayer","Spain won on penalty kicks following extra time","https://fbref.com/en/matches/c7cc0ff5/Croatia-Spain-June-18-2023-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","1","Thu",2024-09-05,"19:45","Portugal",2,"Croatia",1,57675,"Estádio do Sport Lisboa e Benfica","Halil Umut Meler","","https://fbref.com/en/matches/b1395eab/Portugal-Croatia-September-5-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","1","Sat",2024-09-07,"20:45","Netherlands",5,"Bosnia and Herzegovina",2,35000,"Philips Stadion","Donatas Rumšas","","https://fbref.com/en/matches/bd90111d/Netherlands-Bosnia-and-Herzegovina-September-7-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","2","Sun",2024-09-08,"19:45","Portugal",2,"Scotland",1,59894,"Estádio do Sport Lisboa e Benfica","Maurizio Mariani","","https://fbref.com/en/matches/42d30c0a/Portugal-Scotland-September-8-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","2","Sun",2024-09-08,"20:45","Switzerland",1,"Spain",4,26265,"Stade de Genève","Irfan Peljto","","https://fbref.com/en/matches/74ac9e75/Switzerland-Spain-September-8-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","2","Mon",2024-09-09,"20:45","France",2,"Belgium",0,42358,"Groupama Stadium","Tobias Stieler","","https://fbref.com/en/matches/73d91865/France-Belgium-September-9-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League B","2","Mon",2024-09-09,"20:45","Norway",2,"Austria",1,23171,"Ullevaal Stadion","Nikola Dabanović","","https://fbref.com/en/matches/8079f7a0/Norway-Austria-September-9-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","2","Tue",2024-09-10,"20:45","Netherlands",2,"Germany",2,50109,"Johan Cruijff Arena","Davide Massa","","https://fbref.com/en/matches/cff0335b/Netherlands-Germany-September-10-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","3","Fri",2024-10-11,"20:45","Bosnia and Herzegovina",1,"Germany",2,11000,"Stadion Bilino Polje","François Letexier","","https://fbref.com/en/matches/76d223c5/Bosnia-and-Herzegovina-Germany-October-11-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","3","Sat",2024-10-12,"18:00","Croatia",2,"Scotland",1,21702,"Stadion Maksimir","István Kovács","","https://fbref.com/en/matches/cd7c6207/Croatia-Scotland-October-12-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League B","4","Sun",2024-10-13,"20:45","Austria",5,"Norway",1,16500,"Raiffeisen Arena","Tamás Bognár","","https://fbref.com/en/matches/b791849b/Austria-Norway-October-13-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","4","Mon",2024-10-14,"20:45","Belgium",1,"France",2,39731,"Stade Roi Baudouin","Irfan Peljto","","https://fbref.com/en/matches/d3e9731b/Belgium-France-October-14-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","4","Mon",2024-10-14,"20:45","Germany",1,"Netherlands",0,68367,"Allianz Arena","Slavko Vinčič","","https://fbref.com/en/matches/dce73203/Germany-Netherlands-October-14-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","4","Tue",2024-10-15,"19:45","Scotland",0,"Portugal",0,49056,"Hampden Park","Lawrence Visser","","https://fbref.com/en/matches/9f5ee33a/Scotland-Portugal-October-15-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","5","Fri",2024-11-15,"19:45","Scotland",1,"Croatia",0,48810,"Hampden Park","Orel Grinfeeld","","https://fbref.com/en/matches/65a08452/Scotland-Croatia-November-15-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","5","Sat",2024-11-16,"20:45","Germany",7,"Bosnia and Herzegovina",0,28143,"Europa-Park Stadion","Vassilis Fotias","","https://fbref.com/en/matches/85e3cd4f/Germany-Bosnia-and-Herzegovina-November-16-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","6","Mon",2024-11-18,"20:45","Croatia",1,"Portugal",1,33386,"Gradski stadion u Poljudu","Davide Massa","","https://fbref.com/en/matches/5c63d33c/Croatia-Portugal-November-18-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","6","Mon",2024-11-18,"20:45","Spain",3,"Switzerland",2,21204,"Estadio Enrique Roca de Murcia","Bastian Dankert","","https://fbref.com/en/matches/d1bca41e/Spain-Switzerland-November-18-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"League A","6","Tue",2024-11-19,"20:45","Bosnia and Herzegovina",1,"Netherlands",1,4134,"Stadion Bilino Polje","Əliyar Ağayev","","https://fbref.com/en/matches/701b7369/Bosnia-and-Herzegovina-Netherlands-November-19-2024-UEFA-Nations-League",NA,NA
"UEFA Nations League","M",NA,2025,"Quarter-finals","","Thu",2025-03-20,"","Netherlands",NA,"Spain",NA,NA,"","","Leg 1 of 2","https://fbref.com/en/stathead/matchup/teams/b561dd30/5bb5024a/Spain-vs-Netherlands-History",NA,NA
"UEFA Nations League","M",NA,2025,"Quarter-finals","","Thu",2025-03-20,"","Croatia",NA,"France",NA,NA,"","","Leg 1 of 2","https://fbref.com/en/stathead/matchup/teams/b1b36dcd/7b08e376/France-vs-Croatia-History",NA,NA
"UEFA Nations League","M",NA,2025,"Quarter-finals","","Sun",2025-03-23,"","Spain",NA,"Netherlands",NA,NA,"","","Leg 2 of 2","https://fbref.com/en/stathead/matchup/teams/b561dd30/5bb5024a/Spain-vs-Netherlands-History",NA,NA
"UEFA Nations League","M",NA,2025,"Quarter-finals","","Sun",2025-03-23,"","France",NA,"Croatia",NA,NA,"","","Leg 2 of 2","https://fbref.com/en/stathead/matchup/teams/b1b36dcd/7b08e376/France-vs-Croatia-History",NA,NA
